攝影機名稱,車牌,單位,日期,時間,攝影機,LocationID,經度,緯度,ConvoyID,FollowingID
(租11402)大興一街與興仁路口-2.往大興八街(車),NOR-1004,大竹派出所,2025-08-08,08:02:06,2100723011,LOC_4019,121.262376,25.014441,,
(租11402)大興一街與興仁路口-3.往大興二街(車),NOR-1004,大竹派出所,2025-08-08,08:02:11,2100723021,LOC_4020,121.262019,25.014476,,
(租11402)大興一街與興仁路口-4.往中興六街(車),NOR-1004,大竹派出所,2025-08-08,08:02:20,2100723031,LOC_4021,121.262003,25.01411,,
(租11402)大福路與大新一街口(一)-2.往福興街(車),NOR-1004,大竹派出所,2025-08-08,08:04:41,2100721011,LOC_4014,121.257627,25.020427,,
(租11402)大福路與大新一街口(一)-4.往豪登一街(車),NOR-1004,大竹派出所,2025-08-08,08:04:48,2100721031,LOC_4016,121.25779,25.020688,,
(租11402)大福路與大新一街口(一)-3.往大興十一街(車),NOR-1004,大竹派出所,2025-08-08,08:04:54,2100721021,LOC_4015,121.257569,25.020881,,
(租11402)大福路與大新一街口(一)-5.往大新三街(車),NOR-1004,大竹派出所,2025-08-08,08:05:02,2100721041,LOC_4017,121.257295,25.020669,,
(租11401)大興十一街、大新一街-2.往大福路(車),NOR-1004,大竹派出所,2025-08-08,08:05:38,2100804011,LOC_3952,121.257081,25.0224,,
(租11401)民生街(桃109)、民生街505巷-4.往民有路二段(車),NOR-1003,富岡派出所,2025-08-08,17:23:00,2050208031,LOC_2479,121.087243,24.946168,,
(租11401)民生街(桃109)、民生街505巷-2.往民生街505巷(車),NOR-1003,富岡派出所,2025-08-08,17:23:12,2050208011,LOC_2477,121.087732,24.946018,,
(租11401)民生街(桃109)、民生街505巷-3.往民生街375巷(車),NOR-1003,富岡派出所,2025-08-08,17:23:28,2050208021,LOC_2478,121.087438,24.945331,,
(租11401)中正路、成功路口-5.往成功路20巷(車),NOR-1003,富岡派出所,2025-08-08,17:28:21,2050202041,LOC_2475,121.083626,24.934767,,
(租11401)中正路、成功路口-3.往中華街(車),NOR-1003,富岡派出所,2025-08-08,17:28:39,2050202021,LOC_2473,121.083021,24.935181,,
(租11401)中正路、成功路口-4.往中華街66巷(車),NOR-1003,富岡派出所,2025-08-08,17:28:48,2050202031,LOC_2474,121.082885,24.934619,,
(租11402)富豐二、富豐二259巷、260巷口-3.往富元街465巷(車),NOR-1003,富岡派出所,2025-08-08,17:31:41,2051007021,LOC_2497,121.081981,24.925908,,
(租11402)富豐二、富豐二259巷、260巷口-2.往楊湖路三段846巷(車),NOR-1003,富岡派出所,2025-08-08,17:31:54,2051007011,LOC_2496,121.081408,24.925559,,
(租11402)楊湖路三段846巷與富豐三路二段口-3.往富豐二路(車),NOR-1003,上湖派出所,2025-08-08,17:35:48,2051005021,LOC_2284,121.077966,24.917918,,
(租11402)楊湖路三段846巷與富豐三路二段口-2.往富民街(車),NOR-1003,上湖派出所,2025-08-08,17:35:52,2051005011,LOC_2283,121.078161,24.917773,,
(租11402)高鐵南路十段、上湖二路口(一)-5.往楊湖路三段875巷(車),NOR-1003,上湖派出所,2025-08-08,17:39:44,2050284041,LOC_2281,121.08517,24.907437,,
(租11402)高鐵南路十段、上湖二路口(一)-4.往上湖二路90巷(車),NOR-1003,上湖派出所,2025-08-08,17:40:02,2050284031,LOC_2280,121.085877,24.907574,,
(租11401)高鐵南路十段、上湖二路口(二)-4.往上湖三路421巷(車),NOR-1003,上湖派出所,2025-08-08,17:40:16,2050227031,LOC_2261,121.08664,24.907246,,
(租11401)高鐵南路十段、上湖二路口(二)-2.高鐵南路十段往楊湖路三段內車道(車),NOR-1003,上湖派出所,2025-08-08,17:40:25,2050227011,LOC_2260,121.086287,24.907363,,
(租11401)高鐵南路十段、上湖二路口(二)-3.高鐵南路十段往楊湖路三段外車道(車),NOR-1003,上湖派出所,2025-08-08,17:40:25,2050227021,LOC_2260,121.08628,24.907347,,
(租11402)高鐵南路十段、上湖二路口(一)-3.高鐵南路十段往新竹外車道(車),NOR-1003,上湖派出所,2025-08-08,17:40:33,2050284021,LOC_2279,121.085887,24.90709,,
(租11402)高鐵南路十段、上湖二路口(一)-2.高鐵南路十段往新竹內車道(車),NOR-1003,上湖派出所,2025-08-08,17:40:34,2050284011,LOC_2279,121.085912,24.907078,,
(租11401)高鐵南路十段、上湖二路口(二)-5.往上湖二路300巷(車),NOR-1003,上湖派出所,2025-08-08,17:40:45,2050227041,LOC_2262,121.086218,24.906585,,
(租11402)泰圳路、泰圳路1450巷口-2.往新竹(車),NOR-1003,上湖派出所,2025-08-08,17:45:48,2050279011,LOC_2275,121.090011,24.894771,,
(租11402)泰圳路、泰圳路1450巷口-3.往新竹(車),NOR-1003,上湖派出所,2025-08-08,17:45:55,2050279021,LOC_2276,121.090044,24.895009,,
(租11402)泰圳路、上湖二路-2.往八德路三段135巷(車),NOR-1003,上湖派出所,2025-08-08,17:46:34,2050915011,LOC_2271,121.091617,24.895593,,
(租11402)泰圳路、上湖二路-4.往楊湖路二段719巷(車),NOR-1003,上湖派出所,2025-08-08,17:46:41,2050915031,LOC_2273,121.091519,24.895929,,
(租11402)泰圳路、上湖二路-3.往泰圳路820巷(車),NOR-1003,上湖派出所,2025-08-08,17:46:51,2050915021,LOC_2272,121.091929,24.895914,,
(租11402)泰圳路、上湖一路口-4.往泰圳路820巷(車),NOR-1003,上湖派出所,2025-08-08,17:50:36,2050278031,LOC_2269,121.104487,24.902158,,
(租11402)泰圳路、上湖一路口-3.往三湖路(車),NOR-1003,上湖派出所,2025-08-08,17:50:58,2050278021,LOC_2268,121.104178,24.903201,,
(租11402)泰圳路、上湖一路口-2.往泰圳路684巷(車),NOR-1003,上湖派出所,2025-08-08,17:51:09,2050278011,LOC_2267,121.104763,24.903042,,
(租11401)泰圳路、泰圳路200巷口-2.往泰圳路177巷(車),NOR-1003,上湖派出所,2025-08-08,17:53:23,2050225011,LOC_2255,121.11292,24.906736,,
(租11401)泰圳路、泰圳路200巷口-3.往泰圳路190巷(車),NOR-1003,上湖派出所,2025-08-08,17:53:27,2050225021,LOC_2256,121.112687,24.906846,,
(租11401)泰圳路、泰圳路200巷口-4.往泰圳路200巷(車),NOR-1003,上湖派出所,2025-08-08,17:53:42,2050225031,LOC_2257,121.112383,24.906291,,
(租11401)泰圳路、泰圳路200巷口-5.往泰圳路222巷(車),NOR-1003,上湖派出所,2025-08-08,17:53:48,2050225041,LOC_2258,121.112439,24.906033,,
(租11401)大興路、上興路-4.往大新一街(車),NOR-1002,大竹派出所,2025-08-08,18:15:00,2100802031,LOC_3968,121.256593,25.018621,,
(租11401)大新一街與上興路口-6.往大福路(車),NOR-1002,大竹派出所,2025-08-08,18:15:31,2100803151,LOC_3946,121.257607,25.018998,,
(租11401)大新一街與上興路口-5.上興路往大興路(車),NOR-1002,大竹派出所,2025-08-08,18:15:37,2100803141,LOC_3945,121.257391,25.018888,,
(租11401)大新一街與上興路口-4.大新一街往大興八街(車),NOR-1002,大竹派出所,2025-08-08,18:15:47,2100803131,LOC_3944,121.257604,25.018616,,
(租11401)大新一街與上興路口-3.豪登一街往大興八街(車),NOR-1002,大竹派出所,2025-08-08,18:16:16,2100803121,LOC_3943,121.25831,25.018802,,
(租11401)大新一街與上興路口-2.豪登一街往大福路(車),NOR-1002,大竹派出所,2025-08-08,18:16:23,2100803111,LOC_3942,121.258302,25.019061,,
(租11401)上興路、興中街-2.往大福路(車),NOR-1002,大竹派出所,2025-08-08,18:16:57,2100803011,LOC_3934,121.25949,25.019076,,
(租11401)上興路、興中街-3.往興仁路(車),NOR-1002,大竹派出所,2025-08-08,18:17:03,2100803021,LOC_3935,121.259612,25.018846,,
(租11401)上興路、興中街-4.往大興八街(車),NOR-1002,大竹派出所,2025-08-08,18:17:14,2100803031,LOC_3936,121.259453,25.018569,,
(租11402)大興一街與興仁路口-2.往大興八街(車),NOR-1002,大竹派出所,2025-08-08,18:19:31,2100723011,LOC_4019,121.262376,25.014441,,
(租11402)大興一街與興仁路口-3.往大興二街(車),NOR-1002,大竹派出所,2025-08-08,18:19:45,2100723021,LOC_4020,121.262019,25.014476,,
(租11402)大興一街與興仁路口-4.往中興六街(車),NOR-1002,大竹派出所,2025-08-08,18:19:58,2100723031,LOC_4021,121.262003,25.01411,,
(租11401)龍林街與福興三街-2.往福興二街(車),NOR-1002,大竹派出所,2025-08-08,18:27:28,2100715011,LOC_3982,121.255539,25.003799,,
(租11401)龍林街與福興三街-3.往中壢服務區(車),NOR-1002,大竹派出所,2025-08-08,18:27:41,2100715021,LOC_3981,121.255304,25.004224,,
(租11401)龍林街與福興三街-4.往龍安街二段(車),NOR-1002,大竹派出所,2025-08-08,18:27:46,2100715031,LOC_3981,121.255452,25.004319,,
(租11402)龍林街與中興路585巷-3.往中壢服務區(車),NOR-1002,大竹派出所,2025-08-08,18:28:09,2100755021,LOC_4063,121.255026,25.004862,,
(租11402)龍林街與中興路585巷-5.往涵洞(車),NOR-1002,大竹派出所,2025-08-08,18:28:11,2100755041,LOC_4061,121.255147,25.004864,,
(租11402)龍林街與中興路585巷-4.往龍安街二段(車),NOR-1002,大竹派出所,2025-08-08,18:28:21,2100755031,LOC_4064,121.255349,25.00511,,
(租11402)龍林街與中興路585巷-2.往中興路(車),NOR-1002,大竹派出所,2025-08-08,18:28:27,2100755011,LOC_4062,121.255075,25.005162,,
(租11402)中興路與中興路667巷口-7.中興路往龍安街二段自行車道(車),NOR-1002,大竹派出所,2025-08-08,18:30:35,2100963061,LOC_4024,121.251941,25.00862,,
(租11402)中興路與中興路667巷口-3.往龍安街二段(車),NOR-1002,大竹派出所,2025-08-08,18:30:36,2100963021,LOC_4024,121.251868,25.008618,,
(租11402)中興路與中興路667巷口-5.往中興路711巷(車),NOR-1002,大竹派出所,2025-08-08,18:30:46,2100963041,LOC_4026,121.251703,25.0084,,
(租11402)中興路與中興路667巷口-4.往合圳北路(車),NOR-1002,大竹派出所,2025-08-08,18:31:04,2100963031,LOC_4025,121.25114,25.008585,,
(租11402)中興路與中興路667巷口-6.中興路往合圳北路自行車道(車),NOR-1002,大竹派出所,2025-08-08,18:31:04,2100963051,LOC_4025,121.251108,25.008596,,
(租11401)中興路756巷口-4.往中興路711巷(車),NOR-1002,大竹派出所,2025-08-08,18:31:54,2100706031,LOC_3972,121.249145,25.007982,,
(租11401)中興路756巷口-5.往中興路711巷(車),NOR-1002,大竹派出所,2025-08-08,18:32:02,2100706041,LOC_3973,121.249206,25.008295,,
(租11401)中興路756巷口-7.往大竹外車道(車),NOR-1002,大竹派出所,2025-08-08,18:32:09,2100706061,LOC_3974,121.249394,25.008423,,
(租11401)中興路756巷口-6.往大竹內車道(車),NOR-1002,大竹派出所,2025-08-08,18:32:09,2100706051,LOC_3974,121.249394,25.008432,,
(租11401)中興路756巷口-3.往福林街(車),NOR-1002,大竹派出所,2025-08-08,18:32:18,2100706021,LOC_3971,121.249105,25.008626,,
(租11401)中興路756巷口-2.往福林街(車),NOR-1002,大竹派出所,2025-08-08,18:32:20,2100706011,LOC_3971,121.249175,25.008645,,
(租11402)國際路一段308號前Y字型路口-4.往八德(車),NOR-1001,中路派出所,2025-08-08,18:41:00,2010080031,LOC_0413,121.291523,24.968309,,
(租11402)國際路一段262巷與桃德路113巷-5.往桃德路(車),NOR-1001,中路派出所,2025-08-08,18:41:21,2010079041,LOC_0409,121.29252,24.96796,,
(租11402)國際路一段262巷與桃德路113巷-4.往八德(車),NOR-1001,中路派出所,2025-08-08,18:41:26,2010079031,LOC_0408,121.292344,24.967785,,
(租11401)國際路一段141巷與桃德路39巷口-5.往國際路一段141巷(車),NOR-1001,中路派出所,2025-08-08,18:42:39,2010078041,LOC_0350,121.291792,24.96517,,
(租11401)國際路一段141巷與桃德路39巷口-3.往國際路一段往桃園(車),NOR-1001,中路派出所,2025-08-08,18:42:52,2010078021,LOC_0348,121.292196,24.96585,,
(租11401)國際路一段141巷與桃德路39巷口-4.往桃德路39巷(車),NOR-1001,中路派出所,2025-08-08,18:43:00,2010078031,LOC_0349,121.292683,24.965737,,
(租11401)國際路一段141巷與桃德路39巷口-6.往國際路一段120巷(車),NOR-1001,中路派出所,2025-08-08,18:43:22,2010078051,LOC_0351,121.292855,24.964712,,
(租11401)國際一路88號前路口 (延伸至國際一、二路口)-8.往國際路一段往國豐街(車),NOR-1001,中路派出所,2025-08-08,18:43:41,2010076071,LOC_0345,121.292439,24.963559,,
(租11401)國際一路88號前路口 (延伸至國際一、二路口)-5.往中路北街67巷(車),NOR-1001,中路派出所,2025-08-08,18:44:07,2010076041,LOC_0342,121.293488,24.963336,,
(租11402)中路街與中路南街口-4.往國際一路往國際路一段(車),NOR-1001,廣興派出所,2025-08-08,18:44:24,2080620031,LOC_3370,121.293343,24.962521,,
(租11401)國際一路88號前路口 (延伸至國際一、二路口)-6.往國際二路往中路北街(車),NOR-1001,中路派出所,2025-08-08,18:44:33,2010076051,LOC_0343,121.293647,24.962301,,
(租11401)國際一路88號前路口 (延伸至國際一、二路口)-7.往國際一路往中路街(車),NOR-1001,中路派出所,2025-08-08,18:44:47,2010076061,LOC_0344,121.293306,24.961889000000003,,
(租11402)中路街與中路南街口-6.往中路北街往國際二路(車),NOR-1001,廣興派出所,2025-08-08,18:45:02,2080620051,LOC_3372,121.294295,24.961488,,
(租11402)中路街與中路南街口-5.往中路南街往國際路(車),NOR-1001,廣興派出所,2025-08-08,18:45:07,2080620041,LOC_3371,121.294327,24.961177,,
(租11402)廣福路與廣隆街口-5.往廣隆街往建國路(車),NOR-1001,廣興派出所,2025-08-08,18:46:24,2080652041,LOC_3399,121.292153,24.959094,,
(租11402)廣福路與廣隆街口-6.往廣隆街往廣福路(車),NOR-1001,廣興派出所,2025-08-08,18:46:27,2080652051,LOC_3402,121.292179,24.959346,,
(租11401)廣福路與廣福路451巷口 (含483、499巷口)-4.往大湳(車),NOR-1001,廣興派出所,2025-08-08,18:47:19,2080616031,LOC_3356,121.288793,24.959853,,
(租11401)廣福路與廣福路451巷口 (含483、499巷口)-5.往廣興路(車),NOR-1001,廣興派出所,2025-08-08,18:47:26,2080616041,LOC_3353,121.288341,24.959896,,
(租11401)廣福路與廣福路451巷口 (含483、499巷口)-3.往力霸街(車),NOR-1001,廣興派出所,2025-08-08,18:47:41,2080616021,LOC_3355,121.288328,24.959348,,
(租11402)廣興路與廣興路1156巷口-5.往廣興路1156巷往廣福路(車),NOR-1001,廣興派出所,2025-08-08,18:49:22,2080654041,LOC_3410,121.284483,24.955269,,
(租11402)廣興路與廣興路1156巷口-3.往廣興路往新興路(車),NOR-1001,廣興派出所,2025-08-08,18:49:47,2080654021,LOC_3408,121.283674,24.954153,,
(租11402)廣興路與廣興路1156巷口-4.往廣興路往廣福路(車),NOR-1001,廣興派出所,2025-08-08,18:49:55,2080654031,LOC_3409,121.28346,24.9546,,
(租11402)廣興路1360巷80弄口-3.往廣興路1360巷往永豐南路(車),NOR-1001,廣興派出所,2025-08-08,18:50:46,2080653021,LOC_3403,121.280675,24.956095,,
(租11402)廣興路1360巷80弄口-4.往廣興路1360巷往溪墘街(車),NOR-1001,廣興派出所,2025-08-08,18:51:15,2080653031,LOC_3405,121.279342,24.954982,,
(租11402)廣福路1357巷與永豐南路31巷(延伸永豐南路31巷280弄口)-5.往廣福路879巷192弄往廣福路879巷(車),NOR-1001,高明派出所,2025-08-08,18:51:56,2080651041,LOC_3641,121.276976,24.955713,,
(租11402)廣福路1357巷與永豐南路31巷(延伸永豐南路31巷280弄口)-4.往永豐南路31巷往永豐路(車),NOR-1001,高明派出所,2025-08-08,18:51:58,2080651031,LOC_3640,121.277093,24.955645,,
(租11402)廣福路1357巷與永豐南路31巷(延伸永豐南路31巷280弄口)-3.往永豐南路31巷往永豐南路31巷280弄(車),NOR-1001,高明派出所,2025-08-08,18:52:25,2080651021,LOC_3639,121.27708,24.953902,,
(租11402)廣福路1357巷206弄口-3.往廣福路1357巷206弄往永豐南路31巷(車),NOR-1001,高明派出所,2025-08-08,18:54:02,2080650021,LOC_3635,121.271808,24.953303,,
(租11402)廣福路1357巷206弄口-2.往廣福路1357巷往廣福路(車),NOR-1001,高明派出所,2025-08-08,18:54:18,2080650011,LOC_3634,121.271339,24.95408,,
(租11402)廣福路1357巷206弄口-4.往廣福路1357巷280弄往永豐南路31巷(車),NOR-1001,高明派出所,2025-08-08,18:54:33,2080650031,LOC_3636,121.271883,24.953865,,
(租11401)大興十一街、大新一街-2.往大福路(車),NOR-1004,大竹派出所,2025-08-08,19:23:00,2100804011,LOC_3952,121.257081,25.0224,,
(租11402)大福路與大新一街口(一)-5.往大新三街(車),NOR-1004,大竹派出所,2025-08-08,19:23:30,2100721041,LOC_4017,121.257295,25.020669,,
(租11402)大福路與大新一街口(一)-3.往大興十一街(車),NOR-1004,大竹派出所,2025-08-08,19:23:35,2100721021,LOC_4015,121.257569,25.020881,,
(租11402)大福路與大新一街口(一)-4.往豪登一街(車),NOR-1004,大竹派出所,2025-08-08,19:23:43,2100721031,LOC_4016,121.25779,25.020688,,
(租11402)大福路與大新一街口(一)-2.往福興街(車),NOR-1004,大竹派出所,2025-08-08,19:23:50,2100721011,LOC_4014,121.257627,25.020427,,
(租11402)大興一街與興仁路口-4.往中興六街(車),NOR-1004,大竹派出所,2025-08-08,19:27:19,2100723031,LOC_4021,121.262003,25.01411,,
(租11402)大興一街與興仁路口-3.往大興二街(車),NOR-1004,大竹派出所,2025-08-08,19:27:27,2100723021,LOC_4020,121.262019,25.014476,,
(租11402)大興一街與興仁路口-2.往大興八街(車),NOR-1004,大竹派出所,2025-08-08,19:27:32,2100723011,LOC_4019,121.262376,25.014441,,
(租11401)大竹路288巷28號-2.往上竹路(車),NOR-1004,大竹派出所,2025-08-08,19:29:45,2100906011,LOC_3938,121.269437,25.018452,,
(租11402)大竹路288巷、314巷-6.往上竹路(車),NOR-1004,大竹派出所,2025-08-08,19:30:04,2100717051,LOC_3992,121.268234,25.018362,,
(租11402)大竹路、上竹一街、上竹二街口-3.往竹中街(車),NOR-1004,大竹派出所,2025-08-08,19:30:32,2100716021,LOC_3985,121.266855,25.0189,,
(租11402)大竹路、上竹一街、上竹二街口-4.往竹中街(車),NOR-1004,大竹派出所,2025-08-08,19:30:48,2100716031,LOC_3986,121.266272,25.019519,,
(租11402)興仁路5巷與大竹一街-3.往上竹五街(車),NOR-1004,大竹派出所,2025-08-08,19:31:48,2100752021,LOC_4053,121.262595,25.020453,,
(租11402)興仁路5巷與大竹一街-2.往大竹路449巷(車),NOR-1004,大竹派出所,2025-08-08,19:32:02,2100752011,LOC_4052,121.261944,25.02081,,
(租11402)興仁路5巷與大竹一街-4.往福興街(車),NOR-1004,大竹派出所,2025-08-08,19:32:17,2100752031,LOC_4054,121.261919,25.020254,,
(租11402)興仁路5巷與大竹一街-5.往興仁路(車),NOR-1004,大竹派出所,2025-08-08,19:32:23,2100752041,LOC_4055,121.261762,25.020473,,
(租11401)大福路、興仁路-4.往大竹路(車),NOR-1004,大竹派出所,2025-08-08,19:32:46,2100806031,LOC_3950,121.260483,25.021158,,
(租11401)大福路、興仁路-2.往上興路(車),NOR-1004,大竹派出所,2025-08-08,19:32:53,2100806011,LOC_3948,121.260614,25.02079,,
(租11401)大福路、興仁路-3.往大興路(車),NOR-1004,大竹派出所,2025-08-08,19:33:03,2100806021,LOC_3949,121.260122,25.020842,,
(租11401)上興路、興中街-4.往大興八街(車),NOR-1004,大竹派出所,2025-08-08,19:33:42,2100803031,LOC_3936,121.259453,25.018569,,
(租11401)上興路、興中街-3.往興仁路(車),NOR-1004,大竹派出所,2025-08-08,19:33:49,2100803021,LOC_3935,121.259612,25.018846,,
(租11401)上興路、興中街-2.往大福路(車),NOR-1004,大竹派出所,2025-08-08,19:33:55,2100803011,LOC_3934,121.25949,25.019076,,
(租11401)大新一街與上興路口-2.豪登一街往大福路(車),NOR-1004,大竹派出所,2025-08-08,19:34:16,2100803111,LOC_3942,121.258302,25.019061,,
(租11401)大新一街與上興路口-3.豪登一街往大興八街(車),NOR-1004,大竹派出所,2025-08-08,19:34:22,2100803121,LOC_3943,121.25831,25.018802,,
(租11401)大新一街與上興路口-4.大新一街往大興八街(車),NOR-1004,大竹派出所,2025-08-08,19:34:36,2100803131,LOC_3944,121.257604,25.018616,,
(租11401)大新一街與上興路口-6.往大福路(車),NOR-1004,大竹派出所,2025-08-08,19:34:46,2100803151,LOC_3946,121.257607,25.018998,,
(租11401)大新一街與上興路口-5.上興路往大興路(車),NOR-1004,大竹派出所,2025-08-08,19:34:51,2100803141,LOC_3945,121.257391,25.018888,,
(租11401)大興路、上興路-4.往大新一街(車),NOR-1004,大竹派出所,2025-08-08,19:35:09,2100802031,LOC_3968,121.256593,25.018621,,
(租11401)大興路、上興路-5.往中興路(車),NOR-1004,大竹派出所,2025-08-08,19:35:17,2100802041,LOC_3969,121.256282,25.018269,,
(租11401)大興路、上興路-3.往大新路(車),NOR-1004,大竹派出所,2025-08-08,19:35:25,2100802021,LOC_3967,121.256105,25.018507,,
(租11402)文三一街、文三二街-7.往文三二街往大湖一路方向(車),DEL-8888,坪頂派出所,2025-08-08,21:57:00,2070794061,LOC_3282,121.360323,25.057751,CONVOY-20250808-OUT-4389,
(租11402)文三一街、文三二街-7.往文三二街往大湖一路方向(車),ACC-0001,坪頂派出所,2025-08-08,21:57:03,2070794061,LOC_3282,121.360323,25.057751,,CONVOY-20250808-OUT-4389
(租11402)文三一街、文三二街-7.往文三二街往大湖一路方向(車),ACC-0002,坪頂派出所,2025-08-08,21:57:18,2070794061,LOC_3282,121.360323,25.057751,,CONVOY-20250808-OUT-4389
(租11402)天祥街11巷至38巷口-5.往天祥街32巷往大漢街(車),DEL-8888,南雅派出所,2025-08-08,22:46:09,2030831041,LOC_1420,121.289251,24.877756,CONVOY-20250808-OUT-4389,
(租11402)天祥街11巷至38巷口-5.往天祥街32巷往大漢街(車),ACC-0001,南雅派出所,2025-08-08,22:46:12,2030831041,LOC_1420,121.289251,24.877756,,CONVOY-20250808-OUT-4389
(租11402)天祥街11巷至38巷口-3.往天祥街16巷往大漢街(車),DEL-8888,南雅派出所,2025-08-08,22:46:19,2030831021,LOC_1418,121.288654,24.877964,CONVOY-20250808-OUT-4389,
(租11402)天祥街11巷至38巷口-3.往天祥街16巷往大漢街(車),ACC-0001,南雅派出所,2025-08-08,22:46:24,2030831021,LOC_1418,121.288654,24.877964,,CONVOY-20250808-OUT-4389
(租11402)天祥街11巷至38巷口-5.往天祥街32巷往大漢街(車),ACC-0002,南雅派出所,2025-08-08,22:46:25,2030831041,LOC_1420,121.289251,24.877756,,CONVOY-20250808-OUT-4389
(租11402)天祥街11巷至38巷口-2.往天祥街12巷往金城路(車),DEL-8888,南雅派出所,2025-08-08,22:46:28,2030831011,LOC_1417,121.288749726009,24.87841847032,CONVOY-20250808-OUT-4389,
(租11402)天祥街11巷至38巷口-2.往天祥街12巷往金城路(車),ACC-0001,南雅派出所,2025-08-08,22:46:31,2030831011,LOC_1417,121.288749726009,24.87841847032,,CONVOY-20250808-OUT-4389
(租11402)天祥街11巷至38巷口-3.往天祥街16巷往大漢街(車),ACC-0002,南雅派出所,2025-08-08,22:46:31,2030831021,LOC_1418,121.288654,24.877964,,CONVOY-20250808-OUT-4389
(租11402)天祥街11巷至38巷口-4.往天祥街15巷往金城路(車),DEL-8888,南雅派出所,2025-08-08,22:46:36,2030831031,LOC_1419,121.289064,24.878498,CONVOY-20250808-OUT-4389,
(租11402)天祥街11巷至38巷口-2.往天祥街12巷往金城路(車),ACC-0002,南雅派出所,2025-08-08,22:46:39,2030831011,LOC_1417,121.288749726009,24.87841847032,,CONVOY-20250808-OUT-4389
(租11402)天祥街11巷至38巷口-4.往天祥街15巷往金城路(車),ACC-0001,南雅派出所,2025-08-08,22:46:40,2030831031,LOC_1419,121.289064,24.878498,,CONVOY-20250808-OUT-4389
(租11402)天祥街11巷至38巷口-4.往天祥街15巷往金城路(車),ACC-0002,南雅派出所,2025-08-08,22:46:46,2030831031,LOC_1419,121.289064,24.878498,,CONVOY-20250808-OUT-4389
(租11402)文化路、文化路271巷-3.往文化路271巷往中華路(車),DEL-8888,南雅派出所,2025-08-08,22:47:30,2030428021,LOC_1424,121.287983,24.875952,CONVOY-20250808-OUT-4389,
(租11402)文化路、文化路271巷-3.往文化路271巷往中華路(車),ACC-0001,南雅派出所,2025-08-08,22:47:34,2030428021,LOC_1424,121.287983,24.875952,,CONVOY-20250808-OUT-4389
(租11402)文化路、文化路271巷-2.往文化路261巷往中華路(車),DEL-8888,南雅派出所,2025-08-08,22:47:37,2030428011,LOC_1423,121.288402,24.875801,CONVOY-20250808-OUT-4389,
(租11402)文化路、文化路271巷-2.往文化路261巷往中華路(車),ACC-0001,南雅派出所,2025-08-08,22:47:41,2030428011,LOC_1423,121.288402,24.875801,,CONVOY-20250808-OUT-4389
(租11402)文化路、文化路271巷-3.往文化路271巷往中華路(車),ACC-0002,南雅派出所,2025-08-08,22:47:46,2030428021,LOC_1424,121.287983,24.875952,,CONVOY-20250808-OUT-4389
(租11402)文化路、文化路271巷-2.往文化路261巷往中華路(車),ACC-0002,南雅派出所,2025-08-08,22:47:55,2030428011,LOC_1423,121.288402,24.875801,,CONVOY-20250808-OUT-4389
(租11402)文化路、文化路271巷-4.往文化路273巷往康莊路377巷(車),DEL-8888,南雅派出所,2025-08-08,22:47:56,2030428031,LOC_1425,121.287601,24.875711,CONVOY-20250808-OUT-4389,
(租11402)文化路、文化路271巷-4.往文化路273巷往康莊路377巷(車),ACC-0001,南雅派出所,2025-08-08,22:48:00,2030428031,LOC_1425,121.287601,24.875711,,CONVOY-20250808-OUT-4389
(租11402)文化路、文化路271巷-4.往文化路273巷往康莊路377巷(車),ACC-0002,南雅派出所,2025-08-08,22:48:13,2030428031,LOC_1425,121.287601,24.875711,,CONVOY-20250808-OUT-4389
(租11401)中正東路、康莊路-7.往復興路(車),DEL-8888,南雅派出所,2025-08-08,22:50:36,2030403061,LOC_1396,121.288136,24.88146,CONVOY-20250808-OUT-4389,
(租11401)中正東路、康莊路-7.往復興路(車),ACC-0001,南雅派出所,2025-08-08,22:50:40,2030403061,LOC_1396,121.288136,24.88146,,CONVOY-20250808-OUT-4389
(租11401)中正東路、康莊路-7.往復興路(車),ACC-0002,南雅派出所,2025-08-08,22:50:55,2030403061,LOC_1396,121.288136,24.88146,,CONVOY-20250808-OUT-4389
(租11401)中正東路、康莊路-5.往中正東路、康莊路口(車),DEL-8888,南雅派出所,2025-08-08,22:51:09,2030403041,LOC_1395,121.288994,24.882456,CONVOY-20250808-OUT-4389,
(租11401)中正東路、康莊路-5.往中正東路、康莊路口(車),ACC-0001,南雅派出所,2025-08-08,22:51:13,2030403041,LOC_1395,121.288994,24.882456,,CONVOY-20250808-OUT-4389
(租11401)中正東路、康莊路-4.往民權路(車),DEL-8888,南雅派出所,2025-08-08,22:51:18,2030403031,LOC_1394,121.288718,24.882709,CONVOY-20250808-OUT-4389,
(租11401)中正東路、康莊路-4.往民權路(車),ACC-0001,南雅派出所,2025-08-08,22:51:22,2030403031,LOC_1394,121.288718,24.882709,,CONVOY-20250808-OUT-4389
(租11401)中正東路、康莊路-6.往民生路(車),DEL-8888,南雅派出所,2025-08-08,22:51:26,2030403051,LOC_1392,121.288387,24.882871,CONVOY-20250808-OUT-4389,
(租11401)中正東路、康莊路-5.往中正東路、康莊路口(車),ACC-0002,南雅派出所,2025-08-08,22:51:29,2030403041,LOC_1395,121.288994,24.882456,,CONVOY-20250808-OUT-4389
(租11401)中正東路、康莊路-6.往民生路(車),ACC-0001,南雅派出所,2025-08-08,22:51:29,2030403051,LOC_1392,121.288387,24.882871,,CONVOY-20250808-OUT-4389
