攝影機名稱,車牌,單位,日期,時間,攝影機,LocationID,經度,緯度
(租11401)桃科七路與白玉二路口-2.往桃科六路(車),NOR-1001,觀音分駐所,2025-08-05,08:51:07,2020857011,LOC_0867,121.085838,25.047488
(租11401)桃科七路與白玉二路口-3.往白玉三路(車),NOR-1001,觀音分駐所,2025-08-05,08:51:10,2020857021,LOC_0868,121.085974,25.047749
(租11401)桃科七路與白玉二路口-4.往自強六街(車),NOR-1001,觀音分駐所,2025-08-05,08:51:13,2020857031,LOC_0869,121.086282,25.047676
(租11401)桃科七路與白玉二路口-5.往自強二路(車),NOR-1001,觀音分駐所,2025-08-05,08:51:14,2020857041,LOC_0870,121.086178,25.047453
(租11402)玉林路一段與桃科六路口-2.往白玉三路(車),NOR-1001,觀音分駐所,2025-08-05,08:51:49,2021069011,LOC_0918,121.08872,25.043427
(租11402)玉林路一段與桃科六路口-3.往中興路(車),NOR-1001,觀音分駐所,2025-08-05,08:51:56,2021069021,LOC_0919,121.088328,25.04289
(租11402)信義路145、156巷口-2.往中正路(車),NOR-1001,觀音分駐所,2025-08-05,08:53:39,2020368011,LOC_0935,121.077574,25.035256
(租11402)信義路145、156巷口-4.往信義路(車),NOR-1001,觀音分駐所,2025-08-05,08:53:46,2020368031,LOC_0937,121.076785,25.035825
(租11402)信義路145、156巷口-3.往桃科一路(車),NOR-1001,觀音分駐所,2025-08-05,08:53:52,2020368021,LOC_0936,121.076456,25.035168
(租11401)文化路與觀和路口-2.往中正路(車),NOR-1001,觀音分駐所,2025-08-05,08:55:01,2020349011,LOC_0820,121.08444,25.029482
(租11401)文化路與觀和路口-3.往廣興一路(車),NOR-1001,觀音分駐所,2025-08-05,08:55:03,2020349021,LOC_0821,121.084697,25.029324
(租11401)文化路與觀新路-1.往濱海路廣興段(車),NOR-1001,觀音分駐所,2025-08-05,08:55:15,2020349111,LOC_0823,121.085098,25.02806
(租11401)後庄街與福德一路177巷口-3.往後庄街(車),DEL-8888,大安派出所,2025-08-05,22:00:00,2080606021,LOC_4001,121.328547,24.958208
(租11401)後庄街與福德一路177巷口-4.往鶯歌桃鶯路(車),DEL-8888,大安派出所,2025-08-05,22:00:02,2080606031,LOC_4002,121.328912,24.958005
(租11401)後庄街與福德一路177巷口-2.往八德興豐路(車),DEL-8888,大安派出所,2025-08-05,22:00:04,2080606011,LOC_4000,121.328775,24.957868
(租11401)後庄街與福德一路177巷口-3.往後庄街(車),ACC-0001,大安派出所,2025-08-05,22:00:32,2080606021,LOC_4001,121.328547,24.958208
(租11402)興豐路2345、2350巷口-2.往興豐路往鶯歌區德昌二街(車),DEL-8888,大安派出所,2025-08-05,22:00:33,2080658011,LOC_4044,121.328382,24.955417
(租11402)興豐路2345、2350巷口-1.往後庄街90巷往後庄街(車),DEL-8888,大安派出所,2025-08-05,22:00:34,2080658001,LOC_4043,121.328078,24.955425
(租11401)後庄街與福德一路177巷口-2.往八德興豐路(車),ACC-0001,大安派出所,2025-08-05,22:00:37,2080606011,LOC_4000,121.328775,24.957868
(租11401)後庄街與福德一路177巷口-2.往八德興豐路(車),ACC-0002,大安派出所,2025-08-05,22:00:42,2080606011,LOC_4000,121.328775,24.957868
(租11402)興豐路2345、2350巷口-3.往興豐路2350巷往大安公墓(車),DEL-8888,大安派出所,2025-08-05,22:00:42,2080658021,LOC_4045,121.328153,24.954431
(租11401)後庄街與福德一路177巷口-4.往鶯歌桃鶯路(車),ACC-0001,大安派出所,2025-08-05,22:00:46,2080606031,LOC_4002,121.328912,24.958005
(租11402)興豐路2345、2350巷口-1.往後庄街90巷往後庄街(車),ACC-0001,大安派出所,2025-08-05,22:01:05,2080658001,LOC_4043,121.328078,24.955425
(租11402)興豐路2345、2350巷口-2.往興豐路往鶯歌區德昌二街(車),ACC-0001,大安派出所,2025-08-05,22:01:08,2080658011,LOC_4044,121.328382,24.955417
(租11402)興豐路2345、2350巷口-3.往興豐路2350巷往大安公墓(車),ACC-0001,大安派出所,2025-08-05,22:01:17,2080658021,LOC_4045,121.328153,24.954431
(租11402)興豐路2345、2350巷口-1.往後庄街90巷往後庄街(車),ACC-0002,大安派出所,2025-08-05,22:01:22,2080658001,LOC_4043,121.328078,24.955425
(租11401)後庄街與福德一路177巷口-3.往後庄街(車),ACC-0002,大安派出所,2025-08-05,22:01:24,2080606021,LOC_4001,121.328547,24.958208
(租11402)興豐路2345、2350巷口-2.往興豐路往鶯歌區德昌二街(車),ACC-0002,大安派出所,2025-08-05,22:01:32,2080658011,LOC_4044,121.328382,24.955417
(租11402)興豐路2345、2350巷口-3.往興豐路2350巷往大安公墓(車),ACC-0002,大安派出所,2025-08-05,22:01:34,2080658021,LOC_4045,121.328153,24.954431
(租11401)福德一路177巷與德昌街口-4.往鶯歌(車),DEL-8888,大安派出所,2025-08-05,22:01:53,2080615031,LOC_4010,121.329355,24.960329
(租11401)福德一路177巷與德昌街口-3.往福德一路(車),DEL-8888,大安派出所,2025-08-05,22:02:00,2080615021,LOC_4009,121.329138,24.960896
(租11401)福德一路177巷與德昌街口-3.往福德一路(車),ACC-0001,大安派出所,2025-08-05,22:02:22,2080615021,LOC_4009,121.329138,24.960896
(租11401)福德一路177巷與德昌街口-4.往鶯歌(車),ACC-0001,大安派出所,2025-08-05,22:02:24,2080615031,LOC_4010,121.329355,24.960329
(租11402)福德一路26號旁巷口(一)-3.往福德二街往福德三街(車),DEL-8888,大安派出所,2025-08-05,22:02:57,2080648021,LOC_4029,121.329505,24.966995
(租11401)福德一路177巷與德昌街口-3.往福德一路(車),ACC-0002,大安派出所,2025-08-05,22:03:07,2080615021,LOC_4009,121.329138,24.960896
(租11401)福德一路177巷與德昌街口-4.往鶯歌(車),ACC-0002,大安派出所,2025-08-05,22:03:13,2080615031,LOC_4010,121.329355,24.960329
(租11402)福德一路26號旁巷口(一)-3.往福德二街往福德三街(車),ACC-0001,大安派出所,2025-08-05,22:03:26,2080648021,LOC_4029,121.329505,24.966995
(租11402)和平路1441巷與仁和街41巷-3.往仁和街41巷往仁和街(車),DEL-8888,大安派出所,2025-08-05,22:04:05,2080630021,LOC_4019,121.321521,24.969259
(租11402)和平路1441巷與仁和街41巷-3.往仁和街41巷往仁和街(車),ACC-0002,大安派出所,2025-08-05,22:04:42,2080630021,LOC_4019,121.321521,24.969259
(租11402)和平路1441巷與仁和街41巷-3.往仁和街41巷往仁和街(車),ACC-0001,大安派出所,2025-08-05,22:04:47,2080630021,LOC_4019,121.321521,24.969259
(租11402)榮華街與榮華街64巷、44巷-7.往榮華街49巷往樹仁三街(車),DEL-8888,大樹派出所,2025-08-05,22:04:49,2010088061,LOC_0072,121.321704,24.975102
(租11402)榮華街與榮華街64巷、44巷-6.往榮華街往桃鶯路(車),DEL-8888,大樹派出所,2025-08-05,22:04:53,2010088051,LOC_0071,121.321695,24.975576
(租11402)榮華街與榮華街64巷、44巷-8.往榮華街44巷往桃鶯路(車),DEL-8888,大樹派出所,2025-08-05,22:04:56,2010088071,LOC_0073,121.32171,24.97588
(租11402)榮華街與榮華街64巷、44巷-3.往大原路53巷(車),DEL-8888,大樹派出所,2025-08-05,22:05:02,2010088021,LOC_0068,121.321098,24.975598
(租11402)榮華街與榮華街64巷、44巷-5.往樹仁三街(車),DEL-8888,大樹派出所,2025-08-05,22:05:05,2010088041,LOC_0070,121.320946,24.975265
(租11402)榮華街與榮華街64巷、44巷-4.往大原路(車),DEL-8888,大樹派出所,2025-08-05,22:05:09,2010088031,LOC_0069,121.320611,24.975642
(租11402)榮華街與榮華街64巷、44巷-6.往榮華街往桃鶯路(車),ACC-0001,大樹派出所,2025-08-05,22:05:22,2010088051,LOC_0071,121.321695,24.975576
(租11402)榮華街與榮華街64巷、44巷-8.往榮華街44巷往桃鶯路(車),ACC-0001,大樹派出所,2025-08-05,22:05:26,2010088071,LOC_0073,121.32171,24.97588
(租11402)樹仁二街與大原路口-4.往樹仁三街(車),DEL-8888,大樹派出所,2025-08-05,22:05:33,2010096031,LOC_0082,121.319975,24.97783
(租11402)榮華街與榮華街64巷、44巷-7.往榮華街49巷往樹仁三街(車),ACC-0001,大樹派出所,2025-08-05,22:05:33,2010088061,LOC_0072,121.321704,24.975102
(租11402)樹仁二街與大原路口-3.往延平路(車),DEL-8888,大樹派出所,2025-08-05,22:05:38,2010096021,LOC_0081,121.319546,24.978142
(租11402)榮華街與榮華街64巷、44巷-5.往樹仁三街(車),ACC-0001,大樹派出所,2025-08-05,22:05:41,2010088041,LOC_0070,121.320946,24.975265
(租11402)樹仁二街與大原路口-2.往桃鶯路(車),DEL-8888,大樹派出所,2025-08-05,22:05:42,2010096011,LOC_0080,121.320001,24.978503
(租11402)榮華街與榮華街64巷、44巷-3.往大原路53巷(車),ACC-0001,大樹派出所,2025-08-05,22:05:46,2010088021,LOC_0068,121.321098,24.975598
(租11402)樹仁二街與大原路口-4.往樹仁三街(車),ACC-0001,大樹派出所,2025-08-05,22:05:48,2010096031,LOC_0082,121.319975,24.97783
(租11402)榮華街與榮華街64巷、44巷-4.往大原路(車),ACC-0002,大樹派出所,2025-08-05,22:05:53,2010088031,LOC_0069,121.320611,24.975642
(租11402)榮華街與榮華街64巷、44巷-4.往大原路(車),ACC-0001,大樹派出所,2025-08-05,22:05:53,2010088031,LOC_0069,121.320611,24.975642
(租11402)榮華街與榮華街64巷、44巷-7.往榮華街49巷往樹仁三街(車),ACC-0002,大樹派出所,2025-08-05,22:05:58,2010088061,LOC_0072,121.321704,24.975102
(租11402)樹仁二街與大原路口-2.往桃鶯路(車),ACC-0001,大樹派出所,2025-08-05,22:05:59,2010096011,LOC_0080,121.320001,24.978503
(租11402)榮華街與榮華街64巷、44巷-8.往榮華街44巷往桃鶯路(車),ACC-0002,大樹派出所,2025-08-05,22:06:07,2010088071,LOC_0073,121.32171,24.97588
(租11401)樹林八街19巷與樹林八街口-4.往樹林八街往樹仁一街(車),DEL-8888,大樹派出所,2025-08-05,22:06:07,2010037031,LOC_0043,121.316972,24.979361
(租11401)樹林八街19巷與樹林八街口-3.往樹林八街19巷往大明街(車),DEL-8888,大樹派出所,2025-08-05,22:06:11,2010037021,LOC_0042,121.317138,24.979839
(租11402)樹仁二街與大原路口-3.往延平路(車),ACC-0001,大樹派出所,2025-08-05,22:06:13,2010096021,LOC_0081,121.319546,24.978142
(租11401)樹林八街19巷與樹林八街口-2.往樹林七街13巷往樹仁七街(車),DEL-8888,大樹派出所,2025-08-05,22:06:15,2010037011,LOC_0041,121.316571,24.979826
(租11402)榮華街與榮華街64巷、44巷-6.往榮華街往桃鶯路(車),ACC-0002,大樹派出所,2025-08-05,22:06:16,2010088051,LOC_0071,121.321695,24.975576
(租11401)大豐路與樹林八街口-4.往大豐街(車),DEL-8888,大樹派出所,2025-08-05,22:06:19,2010005031,LOC_0008,121.316519,24.980433
(租11401)大豐路與樹林八街口-3.往樹林九街(車),DEL-8888,大樹派出所,2025-08-05,22:06:23,2010005021,LOC_0007,121.316695,24.980696
(租11401)大豐路與樹林八街口-5.往大豐街往桃鶯路方向(車),DEL-8888,大樹派出所,2025-08-05,22:06:26,2010005041,LOC_0009,121.317109,24.980469
(租11402)榮華街與榮華街64巷、44巷-5.往樹仁三街(車),ACC-0002,大樹派出所,2025-08-05,22:06:27,2010088041,LOC_0070,121.320946,24.975265
(租11402)樹仁二街與大原路口-3.往延平路(車),ACC-0002,大樹派出所,2025-08-05,22:06:29,2010096021,LOC_0081,121.319546,24.978142
(租11401)樹林八街19巷與樹林八街口-4.往樹林八街往樹仁一街(車),ACC-0002,大樹派出所,2025-08-05,22:06:43,2010037031,LOC_0043,121.316972,24.979361
(租11401)樹林八街19巷與樹林八街口-3.往樹林八街19巷往大明街(車),ACC-0001,大樹派出所,2025-08-05,22:06:43,2010037021,LOC_0042,121.317138,24.979839
(租11401)大豐路與樹林八街口-4.往大豐街(車),ACC-0001,大樹派出所,2025-08-05,22:06:48,2010005031,LOC_0008,121.316519,24.980433
(租11401)延平路與金門二街口-3.往金門二街往樹林九街(車),DEL-8888,大樹派出所,2025-08-05,22:06:48,2010022021,LOC_0012,121.315232,24.981615
(租11401)樹林八街19巷與樹林八街口-4.往樹林八街往樹仁一街(車),ACC-0001,大樹派出所,2025-08-05,22:06:50,2010037031,LOC_0043,121.316972,24.979361
(租11401)延平路與金門二街口-2.往延平路往昆明路(車),DEL-8888,大樹派出所,2025-08-05,22:06:52,2010022011,LOC_0011,121.314803,24.981872
(租11401)大豐路與樹林八街口-5.往大豐街往桃鶯路方向(車),ACC-0001,大樹派出所,2025-08-05,22:06:57,2010005041,LOC_0009,121.317109,24.980469
(租11401)樹林八街19巷與樹林八街口-2.往樹林七街13巷往樹仁七街(車),ACC-0001,大樹派出所,2025-08-05,22:06:58,2010037011,LOC_0041,121.316571,24.979826
(租11401)樹林八街19巷與樹林八街口-2.往樹林七街13巷往樹仁七街(車),ACC-0002,大樹派出所,2025-08-05,22:06:59,2010037011,LOC_0041,121.316571,24.979826
(租11401)延平路與金門二街口-4.往金門二街往金門四街(車),DEL-8888,大樹派出所,2025-08-05,22:07:00,2010022031,LOC_0013,121.314204,24.981518
(租11401)大豐路與樹林八街口-3.往樹林九街(車),ACC-0001,大樹派出所,2025-08-05,22:07:03,2010005021,LOC_0007,121.316695,24.980696
(租11401)延平路與金門二街口-5.往金門一街往大豐路206巷(車),DEL-8888,大樹派出所,2025-08-05,22:07:05,2010022041,LOC_0014,121.314495,24.981018
(租11401)大豐路與樹林八街口-5.往大豐街往桃鶯路方向(車),ACC-0002,大樹派出所,2025-08-05,22:07:10,2010005041,LOC_0009,121.317109,24.980469
(租11401)延平路與金門二街口-3.往金門二街往樹林九街(車),ACC-0001,大樹派出所,2025-08-05,22:07:10,2010022021,LOC_0012,121.315232,24.981615
(租11401)金門四街與昆明街101巷口-5.往金門四街往金門二街(車),DEL-8888,大樹派出所,2025-08-05,22:07:15,2010024041,LOC_0026,121.313799,24.982
(租11401)延平路與金門二街口-4.往金門二街往金門四街(車),ACC-0001,大樹派出所,2025-08-05,22:07:19,2010022031,LOC_0013,121.314204,24.981518
(租11401)金門二街、建華三街、昆明路與樹林四街口-4.往樹林四街往大豐路(車),DEL-8888,大樹派出所,2025-08-05,22:07:21,2010023031,LOC_0018,121.313167,24.981537
(租11401)延平路與金門二街口-5.往金門一街往大豐路206巷(車),ACC-0001,大樹派出所,2025-08-05,22:07:24,2010022041,LOC_0014,121.314495,24.981018
(租11401)樹林八街19巷與樹林八街口-3.往樹林八街19巷往大明街(車),ACC-0002,大樹派出所,2025-08-05,22:07:25,2010037021,LOC_0042,121.317138,24.979839
(租11401)延平路與金門二街口-2.往延平路往昆明路(車),ACC-0001,大樹派出所,2025-08-05,22:07:32,2010022011,LOC_0011,121.314803,24.981872
(租11401)金門二街、建華三街、昆明路與樹林四街口-5.往建華三街往建新街(車),DEL-8888,大樹派出所,2025-08-05,22:07:32,2010023041,LOC_0019,121.313007,24.982485
(租11401)延平路與金門二街口-5.往金門一街往大豐路206巷(車),ACC-0002,大樹派出所,2025-08-05,22:07:38,2010022041,LOC_0014,121.314495,24.981018
(租11401)金門四街與昆明街101巷口-3.往昆明路101巷(車),DEL-8888,大樹派出所,2025-08-05,22:07:40,2010024021,LOC_0024,121.314014,24.982815
(租11401)金門二街、建華三街、昆明路與樹林四街口-4.往樹林四街往大豐路(車),ACC-0001,大樹派出所,2025-08-05,22:07:41,2010023031,LOC_0018,121.313167,24.981537
(租11401)延平路與金門二街口-4.往金門二街往金門四街(車),ACC-0002,大樹派出所,2025-08-05,22:07:44,2010022031,LOC_0013,121.314204,24.981518
(租11401)延平路與金門二街口-2.往延平路往昆明路(車),ACC-0002,大樹派出所,2025-08-05,22:07:44,2010022011,LOC_0011,121.314803,24.981872
(租11401)金門四街與昆明街101巷口-5.往金門四街往金門二街(車),ACC-0001,大樹派出所,2025-08-05,22:07:44,2010024041,LOC_0026,121.313799,24.982
(租11401)大豐路與樹林八街口-4.往大豐街(車),ACC-0002,大樹派出所,2025-08-05,22:07:45,2010005031,LOC_0008,121.316519,24.980433
(租11401)金門四街與昆明街101巷口-4.往金門四街往昆明路(車),DEL-8888,大樹派出所,2025-08-05,22:07:47,2010024031,LOC_0025,121.313877,24.983292
(租11401)金門二街、建華三街、昆明路與樹林四街口-6.往樹林四街往昆明路(車),DEL-8888,大樹派出所,2025-08-05,22:07:51,2010023051,LOC_0020,121.313359,24.983636
(租11401)金門二街、建華三街、昆明路與樹林四街口-7.往樹林四街185巷(車),DEL-8888,大樹派出所,2025-08-05,22:07:53,2010023061,LOC_0021,121.313199,24.983468
(租11401)金門四街與昆明街101巷口-3.往昆明路101巷(車),ACC-0001,大樹派出所,2025-08-05,22:07:57,2010024021,LOC_0024,121.314014,24.982815
(租11401)金門四街與昆明街101巷口-5.往金門四街往金門二街(車),ACC-0002,大樹派出所,2025-08-05,22:07:59,2010024041,LOC_0026,121.313799,24.982
(租11401)延平路與金門二街口-3.往金門二街往樹林九街(車),ACC-0002,大樹派出所,2025-08-05,22:08:07,2010022021,LOC_0012,121.315232,24.981615
(租11401)金門二街、建華三街、昆明路與樹林四街口-7.往樹林四街185巷(車),ACC-0001,大樹派出所,2025-08-05,22:08:10,2010023061,LOC_0021,121.313199,24.983468
(租11401)金門二街、建華三街、昆明路與樹林四街口-5.往建華三街往建新街(車),ACC-0001,大樹派出所,2025-08-05,22:08:11,2010023041,LOC_0019,121.313007,24.982485
(租11401)金門四街與昆明街101巷口-3.往昆明路101巷(車),ACC-0002,大樹派出所,2025-08-05,22:08:20,2010024021,LOC_0024,121.314014,24.982815
(租11401)金門四街與昆明街101巷口-4.往金門四街往昆明路(車),ACC-0001,大樹派出所,2025-08-05,22:08:26,2010024031,LOC_0025,121.313877,24.983292
(租11401)金門二街、建華三街、昆明路與樹林四街口-6.往樹林四街往昆明路(車),ACC-0001,大樹派出所,2025-08-05,22:08:27,2010023051,LOC_0020,121.313359,24.983636
(租11401)金門二街、建華三街、昆明路與樹林四街口-7.往樹林四街185巷(車),ACC-0002,大樹派出所,2025-08-05,22:08:33,2010023061,LOC_0021,121.313199,24.983468
(租11402)樹仁一街與樹林三、四街口-5.往樹仁二街26巷(車),DEL-8888,大樹派出所,2025-08-05,22:08:42,2010089041,LOC_0078,121.313143926884,24.9791871563195
(租11402)樹仁一街與樹林三、四街口-4.往延平路(車),DEL-8888,大樹派出所,2025-08-05,22:08:47,2010089031,LOC_0077,121.313731,24.978965
(租11401)金門四街與昆明街101巷口-4.往金門四街往昆明路(車),ACC-0002,大樹派出所,2025-08-05,22:08:48,2010024031,LOC_0025,121.313877,24.983292
(租11401)金門二街、建華三街、昆明路與樹林四街口-5.往建華三街往建新街(車),ACC-0002,大樹派出所,2025-08-05,22:08:52,2010023041,LOC_0019,121.313007,24.982485
(租11402)樹仁一街與樹林三、四街口-3.往建新街(車),DEL-8888,大樹派出所,2025-08-05,22:09:02,2010089021,LOC_0076,121.312222,24.978991
(租11402)樹仁一街與樹林三、四街口-4.往延平路(車),ACC-0001,大樹派出所,2025-08-05,22:09:08,2010089031,LOC_0077,121.313731,24.978965
(租11401)金門二街、建華三街、昆明路與樹林四街口-6.往樹林四街往昆明路(車),ACC-0002,大樹派出所,2025-08-05,22:09:09,2010023051,LOC_0020,121.313359,24.983636
(租11402)樹仁一街與樹林三、四街口-5.往樹仁二街26巷(車),ACC-0001,大樹派出所,2025-08-05,22:09:14,2010089041,LOC_0078,121.313143926884,24.9791871563195
(租11402)樹仁一街與樹林三、四街口-4.往延平路(車),ACC-0002,大樹派出所,2025-08-05,22:09:27,2010089031,LOC_0077,121.313731,24.978965
(租11402)樹仁一街與樹林三、四街口-3.往建新街(車),ACC-0001,大樹派出所,2025-08-05,22:09:27,2010089021,LOC_0076,121.312222,24.978991
(租11401)樹仁三街與建新街463巷口-5.往樹仁二街(車),DEL-8888,大樹派出所,2025-08-05,22:09:32,2010090041,LOC_0038,121.311972,24.974975
(租11402)樹仁一街與樹林三、四街口-5.往樹仁二街26巷(車),ACC-0002,大樹派出所,2025-08-05,22:09:33,2010089041,LOC_0078,121.313143926884,24.9791871563195
(租11401)樹仁三街與建新街463巷口-5.往樹仁二街(車),ACC-0001,大樹派出所,2025-08-05,22:09:52,2010090041,LOC_0038,121.311972,24.974975
(租11402)樹仁一街與樹林三、四街口-3.往建新街(車),ACC-0002,大樹派出所,2025-08-05,22:10:18,2010089021,LOC_0076,121.312222,24.978991
(租11401)樹仁三街與建新街463巷口-5.往樹仁二街(車),ACC-0002,大樹派出所,2025-08-05,22:10:34,2010090041,LOC_0038,121.311972,24.974975
(租11402)春日路與寶山街口 (延伸寶山街378、360巷)-5.往雙峰路(車),NOR-1004,青溪派出所,2025-08-06,08:11:00,2010072041,LOC_0304,121.311399,25.011562
(租11402)春日路與寶山街口 (延伸寶山街378、360巷)-3.往雙峰路(車),NOR-1004,青溪派出所,2025-08-06,08:11:04,2010072021,LOC_0302,121.311957,25.011226
(租11402)春日路與寶山街口 (延伸寶山街378、360巷)-6.往大業路一段(車),NOR-1004,青溪派出所,2025-08-06,08:11:12,2010072051,LOC_0305,121.311443,25.010664
(租11402)春日路與寶山街口 (延伸寶山街378、360巷)-4.往民富十一街(車),NOR-1004,青溪派出所,2025-08-06,08:11:20,2010072031,LOC_0303,121.312291,25.010548
(租11401)福元街、民富九街與大業路一段口-7.往大業路一段(車),NOR-1004,青溪派出所,2025-08-06,08:11:34,2010035061,LOC_0283,121.314268,25.00964
(租11401)福元街、民富九街與大業路一段口-6.往福元街(車),NOR-1004,青溪派出所,2025-08-06,08:11:36,2010035051,LOC_0282,121.314511,25.009742000000003
(租11401)福元街、民富九街與大業路一段口-5.往民富九街(車),NOR-1004,青溪派出所,2025-08-06,08:11:47,2010035041,LOC_0281,121.315363,25.009247
(租11401)福元街、民富九街與大業路一段口-4.往大業路一段往民光東路(車),NOR-1004,青溪派出所,2025-08-06,08:11:52,2010035031,LOC_0280,121.315108,25.008747
(租11401)民有三街、民有十三街與寶山街口-4.往民有三街(車),NOR-1004,小檜溪派出所,2025-08-06,08:12:09,2010017031,LOC_0660,121.314705,25.010809
(租11401)民有三街、民有十三街與寶山街口-5.往寶山街往大有路(車),NOR-1004,小檜溪派出所,2025-08-06,08:12:18,2010017041,LOC_0661,121.314438,25.011682
(租11401)民有三街、民有十三街與寶山街口-6.往雙峰路(車),NOR-1004,小檜溪派出所,2025-08-06,08:12:22,2010017051,LOC_0662,121.314206600337,25.0120838645721
(租11401)坤成街與民有十六街口-5.往坤成街105巷(車),NOR-1004,小檜溪派出所,2025-08-06,08:12:42,2010067041,LOC_0667,121.312901,25.013278
(租11401)坤成街與民有十六街口-3.往坤成街往民有三街(車),NOR-1004,小檜溪派出所,2025-08-06,08:12:44,2010067021,LOC_0665,121.312771,25.013527
(租11401)坤成街與民有十六街口-4.往坤成街往大業一路(車),NOR-1004,小檜溪派出所,2025-08-06,08:12:45,2010067031,LOC_0666,121.312732,25.013523
(租11401)坤成街與民有十六街口-6.往民有十六街往大興路(車),NOR-1004,小檜溪派出所,2025-08-06,08:12:49,2010067051,LOC_0668,121.312949,25.013999
(租11401)大有路與興一街口-3.往興一街65巷(車),NOR-1004,小檜溪派出所,2025-08-06,08:13:19,2010004021,LOC_0646,121.316511,25.015082
(租11401)大有路與興一街口-6.往大有路往大興路方向(車),NOR-1004,小檜溪派出所,2025-08-06,08:13:24,2010004051,LOC_0649,121.31694,25.015451
(租11401)大有路與興一街口-5.往興一街(車),NOR-1004,小檜溪派出所,2025-08-06,08:13:31,2010004041,LOC_0648,121.317582,25.015535
(租11401)大有路與興一街口-4.往民有東路12巷(車),NOR-1004,小檜溪派出所,2025-08-06,08:13:32,2010004031,LOC_0647,121.317788,25.015411
(租11401)大有路與興一街口-7.往大有路往民有東路方向(車),NOR-1004,小檜溪派出所,2025-08-06,08:13:38,2010004061,LOC_0650,121.317334,25.014737
(租11401)白玉一路、白玉二路與自強五街口-3.往自強一路(車),NOR-1001,觀音分駐所,2025-08-06,08:20:00,2020859021,LOC_0846,121.083625,25.044509
(租11401)白玉一路、白玉二路與自強五街口-4.自強五街往桃科五路(車),NOR-1001,觀音分駐所,2025-08-06,08:20:03,2020859031,LOC_0847,121.083491,25.044828
(租11401)白玉一路、白玉二路與自強五街口-5.白玉二路往桃科五路(車),NOR-1001,觀音分駐所,2025-08-06,08:20:09,2020859041,LOC_0848,121.08287,25.045127
(租11401)白玉一路、白玉二路與自強五街口-6.往白玉三路(車),NOR-1001,觀音分駐所,2025-08-06,08:20:14,2020859051,LOC_0849,121.08241,25.044702
(租11401)自強一路與桃科五路口-5.往白玉二路(車),NOR-1001,觀音分駐所,2025-08-06,08:20:29,2020858041,LOC_0854,121.084189,25.045204
(租11401)自強一路與桃科五路口-4.往自強五路(車),NOR-1001,觀音分駐所,2025-08-06,08:20:35,2020858031,LOC_0853,121.084306,25.044773
(租11401)自強一路與桃科五路口-3.往白玉一路(車),NOR-1001,觀音分駐所,2025-08-06,08:20:37,2020858021,LOC_0852,121.084438,25.044564
(租11401)自強一路與桃科五路口-6.往桃科六路(車),NOR-1001,觀音分駐所,2025-08-06,08:20:43,2020858051,LOC_0855,121.084749,25.0451
(租11401)桃科七路與白玉二路口-2.往桃科六路(車),NOR-1001,觀音分駐所,2025-08-06,08:21:06,2020857011,LOC_0867,121.085838,25.047488
(租11401)桃科七路與白玉二路口-3.往白玉三路(車),NOR-1001,觀音分駐所,2025-08-06,08:21:10,2020857021,LOC_0868,121.085974,25.047749
(租11401)桃科七路與白玉二路口-4.往自強六街(車),NOR-1001,觀音分駐所,2025-08-06,08:21:12,2020857031,LOC_0869,121.086282,25.047676
(租11401)桃科七路與白玉二路口-5.往自強二路(車),NOR-1001,觀音分駐所,2025-08-06,08:21:14,2020857041,LOC_0870,121.086178,25.047453
(租11402)玉林路一段與桃科六路口-2.往白玉三路(車),NOR-1001,觀音分駐所,2025-08-06,08:21:47,2021069011,LOC_0918,121.08872,25.043427
(租11402)玉林路一段與桃科六路口-3.往中興路(車),NOR-1001,觀音分駐所,2025-08-06,08:21:52,2021069021,LOC_0919,121.088328,25.04289
(租11402)信義路145、156巷口-2.往中正路(車),NOR-1001,觀音分駐所,2025-08-06,08:23:31,2020368011,LOC_0935,121.077574,25.035256
(租11402)信義路145、156巷口-4.往信義路(車),NOR-1001,觀音分駐所,2025-08-06,08:23:42,2020368031,LOC_0937,121.076785,25.035825
(租11402)信義路145、156巷口-3.往桃科一路(車),NOR-1001,觀音分駐所,2025-08-06,08:23:51,2020368021,LOC_0936,121.076456,25.035168
(租11401)龍華路與龍祥路-5.往中正路242巷(車),NOR-1003,龍潭派出所,2025-08-06,08:24:00,2090680041,LOC_4199,121.216869,24.862147
(租11401)龍華路與龍祥路-6.往中正路242巷(車),NOR-1003,龍潭派出所,2025-08-06,08:24:01,2090680051,LOC_4200,121.216662,24.862268
(租11401)龍華路與龍祥路-4.往東龍路(車),NOR-1003,龍潭派出所,2025-08-06,08:24:04,2090680031,LOC_4198,121.216789,24.861809
(租11401)龍華路與龍祥路-3.往新龍路(車),NOR-1003,龍潭派出所,2025-08-06,08:24:07,2090680021,LOC_4197,121.216983,24.861558
(租11402)興豐路、長安街-5.往興豐街往鶯歌(車),NOR-1003,大安派出所,2025-08-06,08:24:10,2080798041,LOC_4038,121.217114,24.861215
(租11402)興豐路、長安街-3.往長安街1906巷往羊稠仔(車),NOR-1003,大安派出所,2025-08-06,08:24:10,2080798021,LOC_4036,121.217114,24.861215
(租11402)中正東路、和二路-3.往中正東路往和二路79巷19弄(車),NOR-1003,南雅派出所,2025-08-06,08:24:14,2030828021,LOC_1534,121.21668,24.861264
