攝影機名稱,車牌,單位,日期,時間,攝影機,經度,緯度
交通幹道-AB段,AFR-5678,交通大隊,2025-08-20,08:24:00,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-20,08:29:36,2265252987,121.17608695652174,24.92608695652174
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-20,08:30:00,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-20,08:38:00,2988156894,121.18260869565218,24.932608695652174
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-20,08:45:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-20,08:45:00,2633412520,121.18913043478261,24.93913043478261
交通幹道-AB段,BKE-6831,交通大隊,2025-08-20,08:51:12,2769777146,121.27391304347826,25.02391304347826
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-20,09:00:12,2116242969,121.20869565217392,24.958695652173912
平鎮區-C大學路,CXY-1234,平鎮派出所,2025-08-20,09:09:00,2329739935,121.22173913043478,24.97173913043478
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-20,09:09:12,2988156894,121.18260869565218,24.932608695652174
交通幹道-CD段,CXY-1234,交通大隊,2025-08-20,09:14:00,2153961742,121.28695652173913,25.036956521739132
龍潭區-D市區,CXY-1234,龍潭派出所,2025-08-20,09:20:00,2401541871,121.24782608695652,24.997826086956522
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-20,09:27:12,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-20,09:27:12,2633412520,121.18913043478261,24.93913043478261
龍潭區-D風景區-入口,CXY-1234,龍潭派出所,2025-08-20,09:32:00,2431036517,121.23478260869565,24.984782608695653
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-20,17:04:05,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-20,17:20:05,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-20,17:25:05,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-20,17:30:05,2116242969,121.20869565217392,24.958695652173912
交通幹道-AB段,AFR-5678,交通大隊,2025-08-20,17:35:05,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-20,17:42:05,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-20,17:50:05,2860436411,121.15,24.9
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-20,18:06:23,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-20,18:39:36,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-20,18:57:36,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-20,19:13:48,2116242969,121.20869565217392,24.958695652173912
交通幹道-AB段,BKE-6831,交通大隊,2025-08-20,19:30:00,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-20,19:48:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-20,20:06:00,2860436411,121.15,24.9
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-21,07:54:00,2860436411,121.15,24.9
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-21,08:03:00,2265252987,121.17608695652174,24.92608695652174
交通幹道-AB段,AFR-5678,交通大隊,2025-08-21,08:08:00,2769777146,121.27391304347826,25.02391304347826
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-21,08:18:00,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-21,08:25:00,2988156894,121.18260869565218,24.932608695652174
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-21,08:27:00,2860436411,121.15,24.9
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-21,08:31:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-21,08:31:00,2633412520,121.18913043478261,24.93913043478261
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-21,08:37:00,2265252987,121.17608695652174,24.92608695652174
交通幹道-AB段,BKE-6831,交通大隊,2025-08-21,08:49:00,2769777146,121.27391304347826,25.02391304347826
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-21,08:59:00,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-21,09:05:00,2988156894,121.18260869565218,24.932608695652174
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-21,09:13:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-21,09:13:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-21,16:58:02,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-21,17:39:02,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-21,17:50:02,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-21,18:02:02,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-21,18:05:18,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-21,18:07:00,2633412520,121.18913043478261,24.93913043478261
交通幹道-AB段,AFR-5678,交通大隊,2025-08-21,18:10:02,2769777146,121.27391304347826,25.02391304347826
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-21,18:12:00,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-21,18:18:00,2116242969,121.20869565217392,24.958695652173912
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-21,18:21:02,2265252987,121.17608695652174,24.92608695652174
交通幹道-AB段,BKE-6831,交通大隊,2025-08-21,18:24:00,2769777146,121.27391304347826,25.02391304347826
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-21,18:28:02,2860436411,121.15,24.9
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-21,18:36:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-21,18:45:00,2860436411,121.15,24.9
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-22,08:02:00,2860436411,121.15,24.9
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-22,08:14:00,2265252987,121.17608695652174,24.92608695652174
交通幹道-AB段,AFR-5678,交通大隊,2025-08-22,08:22:00,2769777146,121.27391304347826,25.02391304347826
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-22,08:31:00,2116242969,121.20869565217392,24.958695652173912
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-22,08:37:00,2860436411,121.15,24.9
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-22,08:39:00,2988156894,121.18260869565218,24.932608695652174
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-22,08:45:00,2265252987,121.17608695652174,24.92608695652174
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-22,08:46:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-22,08:46:00,2633412520,121.18913043478261,24.93913043478261
交通幹道-AB段,BKE-6831,交通大隊,2025-08-22,08:52:00,2769777146,121.27391304347826,25.02391304347826
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-22,08:59:00,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-22,09:07:00,2988156894,121.18260869565218,24.932608695652174
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-22,09:19:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-22,09:19:00,2633412520,121.18913043478261,24.93913043478261
平鎮區-C大學路,CXY-1234,平鎮派出所,2025-08-22,13:06:00,2329739935,121.22173913043478,24.97173913043478
交通幹道-CD段,CXY-1234,交通大隊,2025-08-22,13:18:00,2153961742,121.28695652173913,25.036956521739132
龍潭區-D市區,CXY-1234,龍潭派出所,2025-08-22,13:25:00,2401541871,121.24782608695652,24.997826086956522
龍潭區-D風景區-入口,CXY-1234,龍潭派出所,2025-08-22,13:32:00,2431036517,121.23478260869565,24.984782608695653
龍潭區-D市區,CXY-1234,龍潭派出所,2025-08-22,13:32:00,2401541871,121.24782608695652,24.997826086956522
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-22,17:33:06,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-22,17:49:06,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-22,17:51:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-22,17:52:49,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-22,17:58:06,2988156894,121.18260869565218,24.932608695652174
中壢區-B商業大道-1,BKE-6831,中壢派出所,2025-08-22,18:03:00,2818645492,121.19565217391305,24.945652173913043
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-22,18:04:06,2116242969,121.20869565217392,24.958695652173912
交通幹道-BC段,BKE-6831,交通大隊,2025-08-22,18:08:00,2897805291,121.2804347826087,25.030434782608697
交通幹道-AB段,AFR-5678,交通大隊,2025-08-22,18:15:06,2769777146,121.27391304347826,25.02391304347826
平鎮區-C大學路,BKE-6831,平鎮派出所,2025-08-22,18:19:00,2329739935,121.22173913043478,24.97173913043478
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-22,18:25:06,2265252987,121.17608695652174,24.92608695652174
交通幹道-CD段,BKE-6831,交通大隊,2025-08-22,18:31:00,2153961742,121.28695652173913,25.036956521739132
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-22,18:36:06,2860436411,121.15,24.9
龍潭區-D湖畔道路,BKE-6831,龍潭派出所,2025-08-22,18:39:00,2980294717,121.24130434782609,24.991304347826087
龍潭區-D風景區-入口,BKE-6831,龍潭派出所,2025-08-22,18:39:00,2431036517,121.23478260869565,24.984782608695653
龍潭區-D湖畔道路,BKE-6831,龍潭派出所,2025-08-22,20:50:30,2980294717,121.24130434782609,24.991304347826087
龍潭區-D市區,CXY-1234,龍潭派出所,2025-08-22,22:47:19,2401541871,121.24782608695652,24.997826086956522
龍潭區-D風景區-入口,CXY-1234,龍潭派出所,2025-08-23,14:06:00,2431036517,121.23478260869565,24.984782608695653
交通幹道-CD段,CXY-1234,交通大隊,2025-08-23,14:15:00,2153961742,121.28695652173913,25.036956521739132
平鎮區-C大學路,CXY-1234,平鎮派出所,2025-08-23,14:24:00,2329739935,121.22173913043478,24.97173913043478
平鎮區-C住宅區-巷口,CXY-1234,平鎮派出所,2025-08-23,14:30:00,2832237050,121.21521739130435,24.965217391304346
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-25,07:57:00,2860436411,121.15,24.9
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-25,08:07:00,2265252987,121.17608695652174,24.92608695652174
交通幹道-AB段,AFR-5678,交通大隊,2025-08-25,08:17:00,2769777146,121.27391304347826,25.02391304347826
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-25,08:25:00,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-25,08:36:00,2988156894,121.18260869565218,24.932608695652174
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-25,08:37:00,2860436411,121.15,24.9
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-25,08:46:00,2265252987,121.17608695652174,24.92608695652174
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-25,08:47:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-25,08:47:00,2633412520,121.18913043478261,24.93913043478261
交通幹道-AB段,BKE-6831,交通大隊,2025-08-25,08:52:00,2769777146,121.27391304347826,25.02391304347826
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-25,09:03:00,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-25,09:15:00,2988156894,121.18260869565218,24.932608695652174
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-25,09:20:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-25,09:20:00,2633412520,121.18913043478261,24.93913043478261
龍潭區-D風景區-入口,CXY-1234,龍潭派出所,2025-08-25,11:10:00,2431036517,121.23478260869565,24.984782608695653
交通幹道-AD段,CXY-1234,交通大隊,2025-08-25,11:21:00,2747352330,121.29347826086956,25.043478260869566
楊梅區-交流道A,CXY-1234,楊梅派出所,2025-08-25,11:26:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,CXY-1234,楊梅派出所,2025-08-25,11:35:00,2860436411,121.15,24.9
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-25,17:28:15,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-25,17:40:15,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-25,17:46:15,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-25,17:55:15,2116242969,121.20869565217392,24.958695652173912
交通幹道-AB段,AFR-5678,交通大隊,2025-08-25,18:01:15,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-25,18:06:15,2265252987,121.17608695652174,24.92608695652174
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-25,18:12:00,2633412520,121.18913043478261,24.93913043478261
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-25,18:12:15,2860436411,121.15,24.9
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-25,18:17:00,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-25,18:26:00,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-25,18:32:23,2633412520,121.18913043478261,24.93913043478261
交通幹道-AB段,BKE-6831,交通大隊,2025-08-25,18:37:00,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-25,18:49:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-25,19:01:00,2860436411,121.15,24.9
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-26,08:02:00,2860436411,121.15,24.9
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-26,08:10:00,2860436411,121.15,24.9
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-26,08:10:00,2265252987,121.17608695652174,24.92608695652174
交通幹道-AB段,AFR-5678,交通大隊,2025-08-26,08:15:00,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-26,08:18:00,2265252987,121.17608695652174,24.92608695652174
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-26,08:25:00,2116242969,121.20869565217392,24.958695652173912
交通幹道-AB段,BKE-6831,交通大隊,2025-08-26,08:28:00,2769777146,121.27391304347826,25.02391304347826
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-26,08:31:00,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-26,08:33:00,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-26,08:39:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-26,08:39:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-26,08:41:00,2988156894,121.18260869565218,24.932608695652174
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-26,08:52:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-26,08:52:00,2633412520,121.18913043478261,24.93913043478261
龍潭區-D風景區-入口,CXY-1234,龍潭派出所,2025-08-26,09:05:00,2431036517,121.23478260869565,24.984782608695653
交通幹道-CD段,CXY-1234,交通大隊,2025-08-26,09:13:00,2153961742,121.28695652173913,25.036956521739132
平鎮區-C大學路,CXY-1234,平鎮派出所,2025-08-26,09:23:00,2329739935,121.22173913043478,24.97173913043478
平鎮區-C住宅區-巷口,CXY-1234,平鎮派出所,2025-08-26,09:28:00,2832237050,121.21521739130435,24.965217391304346
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-26,17:17:41,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-26,17:47:21,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-26,17:58:41,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-26,18:04:41,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-26,18:10:41,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-26,18:14:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-26,18:20:00,2988156894,121.18260869565218,24.932608695652174
交通幹道-AB段,AFR-5678,交通大隊,2025-08-26,18:22:41,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-26,18:29:41,2265252987,121.17608695652174,24.92608695652174
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-26,18:32:00,2116242969,121.20869565217392,24.958695652173912
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-26,18:38:41,2860436411,121.15,24.9
交通幹道-AB段,BKE-6831,交通大隊,2025-08-26,18:41:00,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-26,18:48:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-26,18:54:00,2860436411,121.15,24.9
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-27,08:07:00,2860436411,121.15,24.9
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-27,08:11:00,2860436411,121.15,24.9
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-27,08:13:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-27,08:16:00,2265252987,121.17608695652174,24.92608695652174
交通幹道-AS段,AFR-5678,交通大隊,2025-08-27,08:19:00,2933397400,121.26739130434783,25.017391304347825
交通幹道-AB段,BKE-6831,交通大隊,2025-08-27,08:28:00,2769777146,121.27391304347826,25.02391304347826
龜山區-S工業區-路口,AFR-5678,龜山派出所,2025-08-27,08:30:00,2765139447,121.25434782608696,25.004347826086956
龜山區-S倉庫前,AFR-5678,龜山派出所,2025-08-27,08:30:00,2986819688,121.26086956521739,25.01086956521739
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-27,08:38:00,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-27,08:50:00,2988156894,121.18260869565218,24.932608695652174
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-27,09:02:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-27,09:02:00,2633412520,121.18913043478261,24.93913043478261
龜山區-S倉庫前,AFR-5678,龜山派出所,2025-08-27,10:22:48,2986819688,121.26086956521739,25.01086956521739
龜山區-S工業區-路口,AFR-5678,龜山派出所,2025-08-27,10:31:48,2765139447,121.25434782608696,25.004347826086956
交通幹道-BS段,AFR-5678,交通大隊,2025-08-27,10:38:48,2612625990,121.3,25.05
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-27,10:43:48,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-27,10:50:48,2988156894,121.18260869565218,24.932608695652174
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-27,10:57:48,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-27,10:57:48,2633412520,121.18913043478261,24.93913043478261
龍潭區-D風景區-入口,CXY-1234,龍潭派出所,2025-08-27,14:07:00,2431036517,121.23478260869565,24.984782608695653
交通幹道-AD段,CXY-1234,交通大隊,2025-08-27,14:13:00,2747352330,121.29347826086956,25.043478260869566
楊梅區-交流道A,CXY-1234,楊梅派出所,2025-08-27,14:18:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,CXY-1234,楊梅派出所,2025-08-27,14:25:00,2860436411,121.15,24.9
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-27,17:45:36,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-27,18:30:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-27,18:38:00,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-27,18:50:00,2116242969,121.20869565217392,24.958695652173912
交通幹道-AB段,BKE-6831,交通大隊,2025-08-27,19:02:00,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-27,19:09:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-27,19:20:00,2860436411,121.15,24.9
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-27,19:38:22,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-27,20:02:22,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-27,20:12:22,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-27,20:22:22,2116242969,121.20869565217392,24.958695652173912
交通幹道-AB段,AFR-5678,交通大隊,2025-08-27,20:28:22,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-27,20:36:22,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-27,20:45:22,2860436411,121.15,24.9
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-28,08:04:00,2860436411,121.15,24.9
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-28,08:12:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-28,08:13:00,2860436411,121.15,24.9
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-28,08:22:00,2265252987,121.17608695652174,24.92608695652174
交通幹道-AB段,AFR-5678,交通大隊,2025-08-28,08:23:00,2769777146,121.27391304347826,25.02391304347826
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-28,08:32:00,2116242969,121.20869565217392,24.958695652173912
交通幹道-AB段,BKE-6831,交通大隊,2025-08-28,08:33:00,2769777146,121.27391304347826,25.02391304347826
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-28,08:43:00,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-28,08:43:00,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-28,08:49:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-28,08:49:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-28,08:50:00,2988156894,121.18260869565218,24.932608695652174
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-28,08:58:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-28,08:58:00,2633412520,121.18913043478261,24.93913043478261
龍潭區-D風景區-入口,CXY-1234,龍潭派出所,2025-08-28,11:08:00,2431036517,121.23478260869565,24.984782608695653
交通幹道-CD段,CXY-1234,交通大隊,2025-08-28,11:18:00,2153961742,121.28695652173913,25.036956521739132
平鎮區-C大學路,CXY-1234,平鎮派出所,2025-08-28,11:25:00,2329739935,121.22173913043478,24.97173913043478
平鎮區-C住宅區-巷口,CXY-1234,平鎮派出所,2025-08-28,11:36:00,2832237050,121.21521739130435,24.965217391304346
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-28,17:14:15,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-內部,AFR-5678,中壢派出所,2025-08-28,17:30:15,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,AFR-5678,中壢派出所,2025-08-28,17:38:15,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,AFR-5678,中壢派出所,2025-08-28,17:46:15,2116242969,121.20869565217392,24.958695652173912
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-28,17:47:57,2633412520,121.18913043478261,24.93913043478261
交通幹道-AB段,AFR-5678,交通大隊,2025-08-28,17:54:15,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-28,18:01:15,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-28,18:07:15,2860436411,121.15,24.9
中壢區-B園區-內部,BKE-6831,中壢派出所,2025-08-28,18:08:00,2633412520,121.18913043478261,24.93913043478261
中壢區-B園區-入口,BKE-6831,中壢派出所,2025-08-28,18:13:00,2988156894,121.18260869565218,24.932608695652174
中壢區-交流道B,BKE-6831,中壢派出所,2025-08-28,18:24:00,2116242969,121.20869565217392,24.958695652173912
交通幹道-AB段,BKE-6831,交通大隊,2025-08-28,18:29:00,2769777146,121.27391304347826,25.02391304347826
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-28,18:41:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-28,18:46:00,2860436411,121.15,24.9
楊梅區-A住宅區-巷口,AFR-5678,楊梅派出所,2025-08-29,08:05:00,2860436411,121.15,24.9
楊梅區-交流道A,AFR-5678,楊梅派出所,2025-08-29,08:14:00,2265252987,121.17608695652174,24.92608695652174
楊梅區-A住宅區-巷口,BKE-6831,楊梅派出所,2025-08-29,08:19:00,2860436411,121.15,24.9
楊梅區-交流道A,BKE-6831,楊梅派出所,2025-08-29,08:24:00,2265252987,121.17608695652174,24.92608695652174
交通幹道-AB段,AFR-5678,交通大隊,2025-08-29,08:25:00,2769777146,121.27391304347826,25.02391304347826
交通幹道-AB段,BKE-6831,交通大隊,2025-08-29,08:34:00,2769777146,121.27391304347826,25.02391304347826
